ORDER_ID,INVOICE_DATE,YEAR,MONTH,PRODUCT_NAME,PRICE_PER_UNIT,UNITS_SOLD,SALES_DOLLARS,OPERATING_MARGIN,SALES_METHOD,RETAILER,REGION,STATE,CITY
5512,2021-09-25,2021,9,Men's Street Footwear,46.0,113.0,5198.0,0.5,Online,,,,
5518,2021-10-24,2021,10,Men's Street Footwear,38.0,102.0,3876.0,0.45,Online,,,,
5524,2021-11-24,2021,11,Men's Street Footwear,42.0,155.0,6510.0,0.47,Online,,,,
5530,2021-12-23,2021,12,Men's Street Footwear,60.0,225.0,13500.0,0.47,Online,,,,
5536,2021-01-19,2021,1,Men's Street Footwear,34.0,203.0,6902.0,0.61,Online,,,,
5542,2021-02-17,2021,2,Men's Street Footwear,34.0,200.0,6800.0,0.63,Online,,,,
5548,2021-03-15,2021,3,Men's Street Footwear,34.0,216.0,7344.0,0.61,Online,Sports Direct,Northeast,Rhode Island,Providence
5554,2021-04-16,2021,4,Men's Street Footwear,32.0,181.0,5792.0,0.6,Online,Sports Direct,Northeast,Rhode Island,Providence
5560,2021-05-15,2021,5,Men's Street Footwear,48.0,207.0,9936.0,0.61,Online,Sports Direct,Northeast,Rhode Island,Providence
5566,2021-06-17,2021,6,Men's Street Footwear,52.0,206.0,10712.0,0.62,Online,Sports Direct,Northeast,Rhode Island,Providence
5572,2021-07-15,2021,7,Men's Street Footwear,57.0,225.0,12825.0,0.6,Online,Sports Direct,Northeast,Rhode Island,Providence
5578,2021-08-16,2021,8,Men's Street Footwear,55.0,263.0,14465.0,0.64,Online,Sports Direct,Northeast,Rhode Island,Providence
5584,2021-09-15,2021,9,Men's Street Footwear,42.0,232.0,9744.0,0.63,Online,Sports Direct,Northeast,Rhode Island,Providence
5590,2021-10-17,2021,10,Men's Street Footwear,49.0,225.0,11025.0,0.61,Online,Sports Direct,Northeast,Rhode Island,Providence
5596,2021-11-16,2021,11,Men's Street Footwear,49.0,196.0,9604.0,0.63,Online,Sports Direct,Northeast,Rhode Island,Providence
5602,2021-12-15,2021,12,Men's Street Footwear,55.0,255.0,14025.0,0.61,Online,Sports Direct,Northeast,Rhode Island,Providence
5608,2021-01-18,2021,1,Men's Street Footwear,27.0,156.0,4212.0,0.5,Online,Sports Direct,Northeast,Rhode Island,Providence
5614,2021-02-18,2021,2,Men's Street Footwear,29.0,182.0,5278.0,0.53,Online,Sports Direct,South,Mississippi,Jackson
5620,2021-03-17,2021,3,Men's Street Footwear,34.0,186.0,6324.0,0.51,Online,Sports Direct,South,Mississippi,Jackson
5626,2021-04-18,2021,4,Men's Street Footwear,33.0,144.0,4752.0,0.52,Online,Sports Direct,South,Mississippi,Jackson
5632,2021-05-19,2021,5,Men's Street Footwear,39.0,180.0,7020.0,0.51,Online,Sports Direct,South,Mississippi,Jackson
5638,2021-06-18,2021,6,Men's Street Footwear,32.0,168.0,5376.0,0.54,Online,Sports Direct,South,Mississippi,Jackson
5644,2021-07-17,2021,7,Men's Street Footwear,36.0,203.0,7308.0,0.55,Online,Sports Direct,South,Mississippi,Jackson
5650,2021-08-18,2021,8,Men's Street Footwear,38.0,203.0,7714.0,0.5,Online,Sports Direct,Southeast,Florida,Miami
5656,2021-09-19,2021,9,Men's Street Footwear,32.0,174.0,5568.0,0.5,Online,Sports Direct,Southeast,Florida,Miami
5662,2021-10-18,2021,10,Men's Street Footwear,34.0,131.0,4454.0,0.51,Online,Sports Direct,Southeast,Florida,Miami
5668,2021-11-18,2021,11,Men's Street Footwear,34.0,150.0,5100.0,0.51,Online,Sports Direct,Southeast,Florida,Miami
5674,2021-12-17,2021,12,Men's Street Footwear,41.0,163.0,6683.0,0.52,Online,Sports Direct,Southeast,Florida,Miami
5680,2021-01-11,2021,1,Men's Street Footwear,23.0,196.0,4508.0,0.55,Online,Sports Direct,Southeast,Florida,Miami
5686,2021-02-11,2021,2,Men's Street Footwear,25.0,218.0,5450.0,0.53,Online,Sports Direct,Southeast,Florida,Miami
5692,2021-03-10,2021,3,Men's Street Footwear,29.0,168.0,4872.0,0.52,Online,Sports Direct,Southeast,North Carolina,Charlotte
5698,2021-04-11,2021,4,Men's Street Footwear,27.0,181.0,4887.0,0.5,Online,Sports Direct,Southeast,North Carolina,Charlotte
5704,2021-05-12,2021,5,Men's Street Footwear,32.0,174.0,5568.0,0.51,Online,Sports Direct,Southeast,North Carolina,Charlotte
5710,2021-06-11,2021,6,Men's Street Footwear,28.0,182.0,5096.0,0.51,Online,Sports Direct,Southeast,North Carolina,Charlotte
5716,2021-07-10,2021,7,Men's Street Footwear,34.0,224.0,7616.0,0.52,Online,Sports Direct,Southeast,North Carolina,Charlotte
5722,2021-08-11,2021,8,Men's Street Footwear,33.0,203.0,6699.0,0.5,Online,Sports Direct,Southeast,North Carolina,Charlotte
5728,2021-09-12,2021,9,Men's Street Footwear,29.0,169.0,4901.0,0.52,Online,Sports Direct,Southeast,North Carolina,Charlotte
5734,2021-10-11,2021,10,Men's Street Footwear,28.0,173.0,4844.0,0.51,Online,Sports Direct,Southeast,North Carolina,Charlotte
5740,2021-11-11,2021,11,Men's Street Footwear,29.0,149.0,4321.0,0.5,Online,Sports Direct,Southeast,North Carolina,Charlotte
5746,2021-12-10,2021,12,Men's Street Footwear,39.0,203.0,7917.0,0.55,Online,Sports Direct,Southeast,North Carolina,Charlotte
5752,2021-01-24,2021,1,Men's Street Footwear,27.0,98.0,2646.0,0.48,Online,Sports Direct,Southeast,North Carolina,Charlotte
5758,2021-02-24,2021,2,Men's Street Footwear,29.0,117.0,3393.0,0.45,Online,Sports Direct,Southeast,North Carolina,Charlotte
5764,2021-03-23,2021,3,Men's Street Footwear,38.0,128.0,4864.0,0.49,Online,Sports Direct,Southeast,North Carolina,Charlotte
5770,2021-04-24,2021,4,Men's Street Footwear,51.0,124.0,6324.0,0.46,Online,Sports Direct,Southeast,North Carolina,Charlotte
5776,2021-05-25,2021,5,Men's Street Footwear,48.0,145.0,6960.0,0.45,Online,Sports Direct,Southeast,North Carolina,Charlotte
5782,2021-06-24,2021,6,Men's Street Footwear,51.0,225.0,11475.0,0.49,Online,Sports Direct,Southeast,North Carolina,Charlotte
5788,2021-07-23,2021,7,Men's Street Footwear,79.0,255.0,20145.0,0.48,Online,Sports Direct,Southeast,North Carolina,Charlotte
5794,2021-08-24,2021,8,Men's Street Footwear,81.0,200.0,16200.0,0.48,Online,Sports Direct,Southeast,North Carolina,Charlotte
5800,2021-09-25,2021,9,Men's Street Footwear,46.0,122.0,5612.0,0.45,Online,Sports Direct,Southeast,North Carolina,Charlotte
5806,2021-10-24,2021,10,Men's Street Footwear,38.0,102.0,3876.0,0.47,Online,Sports Direct,Southeast,North Carolina,Charlotte
5812,2021-11-24,2021,11,Men's Street Footwear,44.0,173.0,7612.0,0.46,Online,Sports Direct,Southeast,South Carolina,Charleston
5818,2021-12-23,2021,12,Men's Street Footwear,61.0,188.0,11468.0,0.48,Online,Sports Direct,Southeast,South Carolina,Charleston
5824,2021-01-17,2021,1,Men's Street Footwear,33.0,100.0,3300.0,0.51,Online,Sports Direct,Southeast,South Carolina,Charleston
5830,2021-02-17,2021,2,Men's Street Footwear,33.0,140.0,4620.0,0.53,Online,Sports Direct,Southeast,South Carolina,Charleston
5836,2021-03-16,2021,3,Men's Street Footwear,44.0,147.0,6468.0,0.51,Online,Sports Direct,Southeast,Virginia,Richmond
5842,2021-04-17,2021,4,Men's Street Footwear,48.0,142.0,6816.0,0.52,Online,Sports Direct,Southeast,Virginia,Richmond
5848,2021-05-18,2021,5,Men's Street Footwear,43.0,160.0,6880.0,0.53,Online,Sports Direct,Southeast,Virginia,Richmond
5854,2021-06-17,2021,6,Men's Street Footwear,58.0,248.0,14384.0,0.51,Online,Sports Direct,Southeast,Virginia,Richmond
5860,2021-07-16,2021,7,Men's Street Footwear,86.0,270.0,23220.0,0.53,Online,Sports Direct,Southeast,Florida,Miami
5866,2021-08-17,2021,8,Men's Street Footwear,86.0,255.0,21930.0,0.51,Online,Sports Direct,Midwest,Illinois,Chicago
5872,2021-09-18,2021,9,Men's Street Footwear,43.0,145.0,6235.0,0.55,Online,Sports Direct,Midwest,Montana,Billings
5878,2021-10-17,2021,10,Men's Street Footwear,34.0,112.0,3808.0,0.54,Online,Sports Direct,Midwest,Nebraska,Omaha
5884,2021-11-17,2021,11,Men's Street Footwear,39.0,188.0,7332.0,0.5,Online,Sports Direct,Southeast,North Carolina,Charlotte
5890,2021-12-16,2021,12,Men's Street Footwear,69.0,240.0,16560.0,0.52,Online,,,,
5896,2021-01-05,2021,1,Men's Street Footwear,19.0,182.0,3458.0,0.43,Online,Sports Direct,Southeast,South Carolina,Charleston
5902,2021-02-04,2021,2,Men's Street Footwear,23.0,163.0,3749.0,0.4,Online,Sports Direct,South,Alabama,Birmingham
5908,2021-03-06,2021,3,Men's Street Footwear,28.0,156.0,4368.0,0.45,Online,Sports Direct,South,Alabama,Birmingham
5914,2021-04-05,2021,4,Men's Street Footwear,19.0,195.0,3705.0,0.47,Online,Sports Direct,South,Alabama,Birmingham
5920,2021-05-05,2021,5,Men's Street Footwear,18.0,203.0,3654.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
5926,2021-06-04,2021,6,Men's Street Footwear,42.0,195.0,8190.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
5932,2021-07-06,2021,7,Men's Street Footwear,48.0,217.0,10416.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
5938,2021-08-08,2021,8,Men's Street Footwear,46.0,210.0,9660.0,0.55,Online,Sports Direct,South,Alabama,Birmingham
5944,2021-09-05,2021,9,Men's Street Footwear,50.0,176.0,8800.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
5950,2021-10-04,2021,10,Men's Street Footwear,36.0,167.0,6012.0,0.51,Online,Sports Direct,South,Alabama,Birmingham
5956,2021-11-05,2021,11,Men's Street Footwear,33.0,182.0,6006.0,0.55,Online,Sports Direct,South,Alabama,Birmingham
5962,2021-12-04,2021,12,Men's Street Footwear,54.0,233.0,12582.0,0.54,Online,Sports Direct,South,Alabama,Birmingham
5968,2021-01-23,2021,1,Men's Street Footwear,29.0,119.0,3451.0,0.48,Online,Sports Direct,South,Alabama,Birmingham
5974,2021-02-23,2021,2,Men's Street Footwear,29.0,143.0,4147.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
5980,2021-03-22,2021,3,Men's Street Footwear,37.0,145.0,5365.0,0.47,Online,Sports Direct,South,Alabama,Birmingham
5986,2021-04-23,2021,4,Men's Street Footwear,48.0,130.0,6240.0,0.45,Online,Sports Direct,South,Alabama,Birmingham
5992,2021-05-24,2021,5,Men's Street Footwear,47.0,147.0,6909.0,0.47,Online,Sports Direct,South,Alabama,Birmingham
5998,2021-06-23,2021,6,Men's Street Footwear,48.0,156.0,7488.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
6004,2021-07-22,2021,7,Men's Street Footwear,49.0,196.0,9604.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
6010,2021-08-23,2021,8,Men's Street Footwear,50.0,163.0,8150.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
6016,2021-09-24,2021,9,Men's Street Footwear,41.0,167.0,6847.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
6022,2021-10-23,2021,10,Men's Street Footwear,41.0,135.0,5535.0,0.48,Online,Sports Direct,South,Alabama,Birmingham
6028,2021-11-23,2021,11,Men's Street Footwear,42.0,135.0,5670.0,0.47,Online,Sports Direct,South,Alabama,Birmingham
6034,2021-12-22,2021,12,Men's Street Footwear,44.0,181.0,7964.0,0.46,Online,Sports Direct,South,Alabama,Birmingham
6040,2021-01-26,2021,1,Men's Street Footwear,33.0,133.0,4389.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
6046,2021-02-26,2021,2,Men's Street Footwear,33.0,147.0,4851.0,0.49,Online,Sports Direct,South,Alabama,Birmingham
6052,2021-03-25,2021,3,Men's Street Footwear,44.0,165.0,7260.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
6058,2021-04-26,2021,4,Men's Street Footwear,51.0,154.0,7854.0,0.45,Online,Sports Direct,South,Alabama,Birmingham
6064,2021-05-27,2021,5,Men's Street Footwear,51.0,,,0.45,Online,Sports Direct,South,Alabama,Birmingham
6070,2021-06-26,2021,6,Men's Street Footwear,52.0,203.0,10556.0,0.48,Online,Sports Direct,South,Alabama,Birmingham
6076,2021-07-25,2021,7,Men's Street Footwear,54.0,203.0,10962.0,0.47,Online,Sports Direct,South,Alabama,Birmingham
6082,2021-08-26,2021,8,Men's Street Footwear,56.0,175.0,9800.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
6088,2021-09-27,2021,9,Men's Street Footwear,49.0,163.0,7987.0,0.45,Online,Sports Direct,South,Alabama,Birmingham
6094,2021-10-26,2021,10,Men's Street Footwear,48.0,165.0,7920.0,0.5,Online,Sports Direct,South,Alabama,Birmingham
6100,2021-11-26,2021,11,Men's Street Footwear,58.0,160.0,9280.0,0.49,Online,Sports Direct,South,Mississippi,Jackson
6106,2021-12-25,2021,12,Men's Street Footwear,55.0,210.0,11550.0,0.46,Online,Sports Direct,South,Mississippi,Jackson
6112,2021-01-13,2021,1,Men's Street Footwear,29.0,131.0,3799.0,0.51,Online,Sports Direct,South,Mississippi,Jackson
6118,2021-02-13,2021,2,Men's Street Footwear,29.0,145.0,4205.0,0.53,Online,Sports Direct,South,Mississippi,Jackson
6124,2021-03-12,2021,3,Men's Street Footwear,37.0,137.0,5069.0,0.5,Online,Sports Direct,South,Mississippi,Jackson
6130,2021-04-13,2021,4,Men's Street Footwear,45.0,142.0,6390.0,0.51,Online,Sports Direct,South,Tennessee,Knoxville
6136,2021-05-14,2021,5,Men's Street Footwear,47.0,160.0,7520.0,0.54,Online,Sports Direct,South,Tennessee,Knoxville
6142,2021-06-13,2021,6,Men's Street Footwear,46.0,176.0,8096.0,0.53,Online,Sports Direct,South,Tennessee,Knoxville
6148,2021-07-12,2021,7,Men's Street Footwear,47.0,196.0,9212.0,0.5,Online,Sports Direct,South,Tennessee,Knoxville
6154,2021-08-13,2021,8,Men's Street Footwear,53.0,182.0,9646.0,0.51,Online,Sports Direct,South,Tennessee,Knoxville
6160,2021-09-14,2021,9,Men's Street Footwear,43.0,180.0,7740.0,0.54,Online,Sports Direct,South,Tennessee,Knoxville
6166,2021-10-13,2021,10,Men's Street Footwear,42.0,131.0,5502.0,0.51,Online,Sports Direct,South,Tennessee,Knoxville
6172,2021-11-13,2021,11,Men's Street Footwear,51.0,137.0,6987.0,0.51,Online,Sports Direct,South,Tennessee,Knoxville
6178,2021-12-12,2021,12,Men's Street Footwear,50.0,203.0,10150.0,0.55,Online,Sports Direct,South,Tennessee,Knoxville
6184,2021-01-09,2021,1,Men's Street Footwear,39.0,256.0,9984.0,0.58,Online,Sports Direct,South,Tennessee,Knoxville
6190,2021-02-07,2021,2,Men's Street Footwear,38.0,312.0,11856.0,0.59,Online,Sports Direct,South,Tennessee,Knoxville
6196,2021-03-05,2021,3,Men's Street Footwear,33.0,265.0,8745.0,0.58,Online,Sports Direct,South,Tennessee,Knoxville
6202,2021-04-06,2021,4,Men's Street Footwear,33.0,283.0,9339.0,0.57,Online,Sports Direct,South,Tennessee,Knoxville
6208,2021-05-05,2021,5,Men's Street Footwear,48.0,282.0,13536.0,0.55,Online,Sports Direct,South,Tennessee,Knoxville
6214,2021-06-07,2021,6,Men's Street Footwear,51.0,273.0,13923.0,0.56,Online,Sports Direct,South,Tennessee,Knoxville
6220,2021-07-05,2021,7,Men's Street Footwear,63.0,311.0,19593.0,0.59,Online,Sports Direct,South,Tennessee,Knoxville
6226,2021-08-06,2021,8,Men's Street Footwear,62.0,326.0,20212.0,0.57,Online,Sports Direct,South,Tennessee,Knoxville
6232,2021-09-05,2021,9,Men's Street Footwear,51.0,287.0,14637.0,0.58,Online,Sports Direct,South,Tennessee,Knoxville
6238,2021-10-07,2021,10,Men's Street Footwear,50.0,244.0,12200.0,0.6,Online,Sports Direct,South,Tennessee,Knoxville
6244,2021-11-06,2021,11,Men's Street Footwear,50.0,278.0,13900.0,0.57,Online,Sports Direct,South,Tennessee,Knoxville
6250,2021-12-05,2021,12,Men's Street Footwear,67.0,290.0,19430.0,0.6,Online,Sports Direct,South,Tennessee,Knoxville
6256,2021-01-06,2021,1,Men's Street Footwear,33.0,231.0,7623.0,0.5,Online,Sports Direct,South,Tennessee,Knoxville
6262,2021-02-04,2021,2,Men's Street Footwear,34.0,263.0,8942.0,0.5,Online,Sports Direct,South,Tennessee,Knoxville
6268,2021-03-02,2021,3,Men's Street Footwear,28.0,276.0,7728.0,0.54,Online,Sports Direct,South,Tennessee,Knoxville
6274,2021-04-03,2021,4,Men's Street Footwear,27.0,263.0,7101.0,0.54,Online,Sports Direct,South,Tennessee,Knoxville
6280,2021-05-02,2021,5,Men's Street Footwear,41.0,246.0,10086.0,0.55,Online,Sports Direct,South,Tennessee,Knoxville
6286,2021-06-04,2021,6,Men's Street Footwear,46.0,238.0,10948.0,0.55,Online,Sports Direct,South,Tennessee,Knoxville
6292,2021-07-02,2021,7,Men's Street Footwear,60.0,294.0,17640.0,0.5,Online,Sports Direct,South,Tennessee,Knoxville
6298,2021-08-03,2021,8,Men's Street Footwear,61.0,308.0,18788.0,0.53,Online,Sports Direct,South,Tennessee,Knoxville
6304,2021-09-02,2021,9,Men's Street Footwear,53.0,250.0,13250.0,0.52,Online,Sports Direct,South,Tennessee,Knoxville
6310,2021-10-04,2021,10,Men's Street Footwear,42.0,245.0,10290.0,0.54,Online,Sports Direct,South,Tennessee,Knoxville
6316,2021-11-03,2021,11,Men's Street Footwear,44.0,215.0,9460.0,0.55,Online,Sports Direct,South,Tennessee,Knoxville
6322,2021-12-02,2021,12,Men's Street Footwear,64.0,244.0,15616.0,0.51,Online,Sports Direct,South,Tennessee,Knoxville
6328,2021-01-13,2021,1,Men's Street Footwear,32.0,194.0,6208.0,0.52,Online,Sports Direct,South,Tennessee,Knoxville
6334,2021-02-11,2021,2,Men's Street Footwear,32.0,231.0,7392.0,0.5,Online,Sports Direct,South,Texas,Dallas
6340,2021-03-09,2021,3,Men's Street Footwear,27.0,231.0,6237.0,0.52,Online,Sports Direct,South,Texas,Dallas
6346,2021-04-10,2021,4,Men's Street Footwear,28.0,218.0,6104.0,0.55,Online,Sports Direct,South,Texas,Dallas
6352,2021-05-09,2021,5,Men's Street Footwear,42.0,207.0,8694.0,0.5,Online,Sports Direct,South,Texas,Dallas
6358,2021-06-11,2021,6,Men's Street Footwear,49.0,232.0,11368.0,0.53,Online,Sports Direct,South,Texas,Dallas
6364,2021-07-09,2021,7,Men's Street Footwear,63.0,252.0,15876.0,0.52,Online,Sports Direct,South,Texas,Dallas
6370,2021-08-10,2021,8,Men's Street Footwear,61.0,228.0,13908.0,0.5,Online,Sports Direct,South,Texas,Dallas
6376,2021-09-09,2021,9,Men's Street Footwear,50.0,225.0,11250.0,0.54,Online,Sports Direct,South,Texas,Dallas
6382,2021-10-11,2021,10,Men's Street Footwear,36.0,210.0,7560.0,0.52,Online,Sports Direct,South,Texas,Dallas
6388,2021-11-10,2021,11,Men's Street Footwear,34.0,169.0,5746.0,0.52,Online,Sports Direct,South,Texas,Dallas
6394,2021-12-09,2021,12,Men's Street Footwear,70.0,231.0,16170.0,0.5,Online,Sports Direct,South,Texas,Dallas
6400,2021-01-22,2021,1,Men's Street Footwear,37.0,135.0,4995.0,0.54,Online,Sports Direct,South,Texas,Dallas
6406,2021-02-22,2021,2,Men's Street Footwear,38.0,138.0,5244.0,0.53,Online,Sports Direct,South,Texas,Dallas
6412,2021-03-21,2021,3,Men's Street Footwear,41.0,156.0,6396.0,0.51,Online,Sports Direct,South,Texas,Dallas
6418,2021-04-22,2021,4,Men's Street Footwear,41.0,119.0,4879.0,0.55,Online,Sports Direct,South,Texas,Dallas
6424,2021-05-23,2021,5,Men's Street Footwear,49.0,156.0,7644.0,0.51,Online,Sports Direct,South,Texas,Dallas
6430,2021-06-22,2021,6,Men's Street Footwear,36.0,142.0,5112.0,0.5,Online,Sports Direct,South,Texas,Dallas
6436,2021-07-21,2021,7,Men's Street Footwear,47.0,168.0,7896.0,0.55,Online,Sports Direct,South,Texas,Dallas
6442,2021-08-22,2021,8,Men's Street Footwear,46.0,167.0,7682.0,0.54,Online,Sports Direct,South,Texas,Dallas
6448,2021-09-23,2021,9,Men's Street Footwear,48.0,137.0,6576.0,0.53,Online,Sports Direct,South,Texas,Dallas
6454,2021-10-22,2021,10,Men's Street Footwear,53.0,126.0,6678.0,0.55,Online,Sports Direct,South,Texas,Dallas
6460,2021-11-22,2021,11,Men's Street Footwear,48.0,123.0,5904.0,0.52,Online,Sports Direct,South,Texas,Dallas
6466,2021-12-21,2021,12,Men's Street Footwear,59.0,158.0,9322.0,0.55,Online,Sports Direct,South,Texas,Dallas
6472,2021-01-20,2021,1,Men's Street Footwear,29.0,189.0,5481.0,0.54,Online,Sports Direct,South,Texas,Dallas
6478,2021-02-18,2021,2,Men's Street Footwear,28.0,225.0,6300.0,0.52,Online,Sports Direct,South,Texas,Dallas
6484,2021-03-16,2021,3,Men's Street Footwear,23.0,187.0,4301.0,0.55,Online,Sports Direct,South,Texas,Dallas
6490,2021-04-17,2021,4,Men's Street Footwear,23.0,169.0,3887.0,0.54,Online,Sports Direct,South,Texas,Dallas
6496,2021-05-16,2021,5,Men's Street Footwear,39.0,194.0,7566.0,0.55,Online,Sports Direct,South,Texas,Dallas
6502,2021-06-18,2021,6,Men's Street Footwear,44.0,210.0,9240.0,0.52,Online,Sports Direct,South,Texas,Dallas
6508,2021-07-16,2021,7,Men's Street Footwear,58.0,221.0,12818.0,0.51,Online,Sports Direct,South,Texas,Dallas
6514,2021-08-17,2021,8,Men's Street Footwear,56.0,215.0,12040.0,0.54,Online,Sports Direct,South,Texas,Dallas
6520,2021-09-16,2021,9,Men's Street Footwear,47.0,203.0,9541.0,0.54,Online,Sports Direct,South,Texas,Dallas
6526,2021-10-18,2021,10,Men's Street Footwear,32.0,176.0,5632.0,0.54,Online,Sports Direct,South,Texas,Dallas
6532,2021-11-17,2021,11,Men's Street Footwear,28.0,163.0,4564.0,0.54,Online,Sports Direct,South,Texas,Dallas
6538,2021-12-16,2021,12,Men's Street Footwear,68.0,194.0,13192.0,0.53,Online,Sports Direct,South,Texas,Houston
6544,2021-01-23,2021,1,Men's Street Footwear,24.0,176.0,4224.0,0.51,Online,Sports Direct,South,Texas,Houston
6550,2021-02-21,2021,2,Men's Street Footwear,24.0,189.0,4536.0,0.51,Online,Sports Direct,South,Texas,Houston
6556,2021-03-19,2021,3,Men's Street Footwear,18.0,181.0,3258.0,0.53,Online,Sports Direct,South,Texas,Houston
6562,2021-04-20,2021,4,Men's Street Footwear,23.0,174.0,4002.0,0.54,Online,Sports Direct,South,Texas,Houston
6568,2021-05-19,2021,5,Men's Street Footwear,39.0,181.0,7059.0,0.54,Online,Sports Direct,South,Texas,Houston
6574,2021-06-21,2021,6,Men's Street Footwear,36.0,203.0,7308.0,0.5,Online,Sports Direct,South,Texas,Houston
6580,2021-07-19,2021,7,Men's Street Footwear,50.0,233.0,11650.0,0.5,Online,Sports Direct,South,Texas,Houston
6586,2021-08-20,2021,8,Men's Street Footwear,55.0,210.0,11550.0,0.54,Online,Sports Direct,South,Texas,Houston
6592,2021-09-19,2021,9,Men's Street Footwear,48.0,182.0,8736.0,0.52,Online,Sports Direct,West,Idaho,Boise
6598,2021-10-21,2021,10,Men's Street Footwear,27.0,150.0,4050.0,0.5,Online,Sports Direct,West,Idaho,Boise
6604,2021-11-20,2021,11,Men's Street Footwear,24.0,143.0,3432.0,0.5,Online,Sports Direct,West,Idaho,Boise
6610,2021-12-19,2021,12,Men's Street Footwear,67.0,203.0,13601.0,0.55,Online,Sports Direct,West,Idaho,Boise
6616,2021-01-23,2021,1,Men's Street Footwear,24.0,167.0,4008.0,0.53,Online,Sports Direct,West,Idaho,Boise
6622,2021-02-21,2021,2,Men's Street Footwear,24.0,169.0,4056.0,0.52,Online,Sports Direct,West,Idaho,Boise
6628,2021-03-19,2021,3,Men's Street Footwear,19.0,154.0,2926.0,0.5,Online,Sports Direct,West,Idaho,Boise
6634,2021-04-20,2021,4,Men's Street Footwear,24.0,152.0,3648.0,0.53,Online,Sports Direct,West,Idaho,Boise
6640,2021-05-19,2021,5,Men's Street Footwear,36.0,167.0,6012.0,0.54,Online,Sports Direct,West,Idaho,Boise
6646,2021-06-21,2021,6,Men's Street Footwear,38.0,156.0,5928.0,0.51,Online,Sports Direct,West,Idaho,Boise
6652,2021-07-19,2021,7,Men's Street Footwear,50.0,182.0,9100.0,0.52,Online,Walmart,Southeast,Florida,Orlando
6658,2021-08-20,2021,8,Men's Street Footwear,56.0,189.0,10584.0,0.51,Online,Walmart,Southeast,Florida,Orlando
6664,2021-09-19,2021,9,Men's Street Footwear,49.0,150.0,7350.0,0.54,Online,Walmart,Southeast,Florida,Orlando
6670,2021-10-21,2021,10,Men's Street Footwear,29.0,137.0,3973.0,0.54,Online,Walmart,Southeast,Florida,Orlando
6676,2021-11-20,2021,11,Men's Street Footwear,23.0,133.0,3059.0,0.54,Online,Walmart,Southeast,Florida,Orlando
6682,2021-12-19,2021,12,Men's Street Footwear,64.0,169.0,10816.0,0.55,Online,Walmart,Southeast,Florida,Orlando
6688,2021-01-16,2021,1,Men's Street Footwear,23.0,149.0,3427.0,0.49,Online,Walmart,Southeast,Florida,Orlando
6694,2021-02-14,2021,2,Men's Street Footwear,23.0,162.0,3726.0,0.47,Online,Walmart,Southeast,Florida,Orlando
6700,2021-03-12,2021,3,Men's Street Footwear,20.0,153.0,3060.0,0.49,Online,Walmart,Southeast,Florida,Orlando
6706,2021-04-13,2021,4,Men's Street Footwear,24.0,150.0,3600.0,0.45,Online,Walmart,Southeast,Florida,Orlando
6712,2021-05-12,2021,5,Men's Street Footwear,36.0,143.0,5148.0,0.45,Online,Walmart,Southeast,Florida,Orlando
6718,2021-06-14,2021,6,Men's Street Footwear,37.0,144.0,5328.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6724,2021-07-12,2021,7,Men's Street Footwear,51.0,182.0,9282.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6730,2021-08-13,2021,8,Men's Street Footwear,56.0,189.0,10584.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6736,2021-09-12,2021,9,Men's Street Footwear,47.0,165.0,7755.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6742,2021-10-14,2021,10,Men's Street Footwear,29.0,145.0,4205.0,0.46,Online,Walmart,Southeast,Florida,Orlando
6748,2021-11-13,2021,11,Men's Street Footwear,23.0,122.0,2806.0,0.47,Online,Walmart,Southeast,Florida,Orlando
6754,2021-12-12,2021,12,Men's Street Footwear,66.0,150.0,9900.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6760,2021-01-12,2021,1,Men's Street Footwear,38.0,138.0,5244.0,0.49,Online,Walmart,Southeast,Florida,Orlando
6766,2021-02-12,2021,2,Men's Street Footwear,37.0,158.0,5846.0,0.5,Online,Walmart,Southeast,Florida,Orlando
6772,2021-03-11,2021,3,Men's Street Footwear,39.0,124.0,4836.0,0.49,Online,Walmart,Southeast,Florida,Orlando
6778,2021-04-12,2021,4,Men's Street Footwear,38.0,113.0,4294.0,0.46,Online,Walmart,Southeast,Florida,Orlando
6784,2021-05-13,2021,5,Men's Street Footwear,58.0,139.0,8062.0,0.47,Online,Walmart,Southeast,Florida,Orlando
6790,2021-06-12,2021,6,Men's Street Footwear,41.0,135.0,5535.0,0.46,Online,Walmart,Southeast,Florida,Orlando
